"","id","year","rank","player","startgg","score","change","main","attendance","worst_uf","best_uf","winrate","top100_winrate","major_t100_winrate","ranked_wins","avg_rank_win","avg_rank_loss","avg_major_placement","major_top8","major_wins","major_attendance","controller","trimmed_placement","last_year_wins","avg_last_year_wins","last_year_winrate","last_year_losses","avg_last_year_losses","last_year_top10_opponents","last_year_winrate_top10","last_year_top20_opponents","last_year_winrate_top20","avg_supermajor_placement","supermajor_top8","supermajors_won","supermajor_attendance","list_edition","image_base64","player_code"
"60",60,2016,60,"Cactuar","Cactuar",59.24,-23,"Fox",6,5,0,0.675675675675676,0.3125,0.5,5,65,36.7272727272727,29,0,0,2,"GCC",25,3,50.3333333333333,0.272727272727273,8,28.75,2,0,5,0.2,29,0,0,2,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Cactuar?id=S1041"
"61",61,2016,61,"Zgetto","Zgetto",59.02,12,"Fox",7,3,6,0.790322580645161,0.411764705882353,0.666666666666667,7,45.2857142857143,42.2,41,0,0,2,"GCC",33,5,47.4,0.416666666666667,7,39.8571428571429,1,0,3,0,NA,0,0,0,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Zgetto?id=S48789"
"62",62,2016,62,"SmashG0D","Rishi",58.61,NA,"Marth",8,4,5,0.733333333333333,0.380952380952381,0.692307692307692,8,66,40.3076923076923,34.66667,0,0,3,"GCC",25,6,41.1666666666667,0.375,10,44.3,1,0,3,0.333333333333333,25,0,0,1,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACsUlEQVRIiZWVLXTjOBSFv/YsUFnDbGiostJAQS9L2AQWdtjQwtBhHViYshYKGpqWzYOCMnNYxTLAkSLbaWb3npMTW9a7P8+WdMUF3GpzuPR8ir00V9Oxfy6RllpzW92zUDf04ZNSLzFVCUDjPF5a9u4jLz9MhUYCt9ocKmNQqmChbgCoTT1z+lhZoIZqzc5m9dU9IXQ4OESRJDAlj8S2sajqHgAvLQA7YKEsTlpUWaJUQamXeGlRqhiZuc7JgURuG8vOvqWJpipZqJv0i6KuaQihw0vLpl4TQoeuv6VWX0eC4D1KFfThk5f3X/Thk737oA+fI0fumCK2JNaG0LGzb1T3q3GCW20Opdaospz1OkfjfLr2e4epyvSCvQjB+5R01qIplCoQ+zoa89Li924k6EUumkoC+cQQOkq9HN3Hlxu8T2591qocedJRgtjHsetT9L374FH3aRyg1sNaSXOPZnKe6ynZ1J0XQewrXgRdLdK42Fceap3ut6simYn/SWC7Ktiuxt8vDO4yDsxmk+7ffmiMWeJFzqQ4tTwlyN3t3UcqWuoikTa7HQ+1Hsg3G5pmSPpcn+pz90kgJ/cieBGaxxIvwtN7hz0aWv8UxPUYswTvWP+UNJ7XzwTE9bPWxDZsn0+refv8xtrcQVml53E858g3uysYtortquCXLPAibFcFa3NHsTR8Ce/onBvmeMfi35ezAukdPL13/C8cU0ShSDw9E86uZIDfzoN3Xz0GoKgqOueGuV9gduBEiOu5c44iOs2RuY5zv8IoQf5Nw5Cia5tZUe76t/M8vXdnj8uzCXT9yE5aNqrhxQoPNUAzaoe4Hl0t0vUlJNV4QJgfz1milsoNW4Ixpw0wCr1Ywcr5w34mEEV0/W20mwIo+52HWnN33Ov/K/lMIBeZYno+wN/JAf4AUoinewF14LoAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Rishi?id=S13306"
"63",63,2016,63,"Android","Android",58.54,-15,"Sheik",9,3,5,0.84375,0.214285714285714,0.714285714285714,3,51,36.3636363636364,22.3333333333333,0,0,3,"GCC",17,2,52.5,0.153846153846154,11,30.9090909090909,2,0,6,0.166666666666667,29,0,0,2,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACxUlEQVRIiZ2WoXPbMBTGf8ntcoY2i6GG6jJ7pC702MZaOOix0f4JG2vh2AITtrCW1bBmNrPZBGtms/lGNKBIsRu7u9tHJFlP3/fe05Pkhff2HXM4u7hQdV7MzhssFn8Wc3Nv/kUuhI+z9jk/DwCoqtr2iywDQMpnNSey/B/yUAgA0jQlShKE8FFqpSajm0qRUis1JDeEpZS277geAH3XUkrJz812MlUnEcyRO65HHEZEYYDjepyLtRWtqpogjiajmNyDac9123fCtgChEFRVTd88T1FNC5x6rtMRh9pzE0FR1ta+ApCnIpMCVVUfCCNNcEjHEIY8aD8RuMAlyKbjRsajihoJKLVSmyTnq/QpDiGHQlDJMXnftQCkQQo4OOJcf7+suLnWPEbEVpFSK9X+yOm99XGBrHDaxhJ/b+5t/8v648gW9xG691BkeJ9jW1HLOXLcR5zwGaJkROq4HmmQjm2HiBJuRW4ranl2caGAU29Ae3RYtN/Bfgfe/hKnbU5tB/3rK6zIss4LNkk+Tw5k2+N95IYu+x1QZGPPB/ZDLAGSUOcb95G+9KF7r8doouu7gDSLRwv3uwHxwam+9E+ERye5L33dGnJg8+04n2Yxct+RZjGtHNtRZKOC8PQxOpbpcNKibbiRMbcinwy/f2pw2obe83GArh4slS8iMJPDdr+D9kdOn94jrlzr2SbJ7bj31tPOMYggK/U+DMmzUvdz/xdfEgG05Il2Kw4Em4ecSF5aouGaVsKN1GdhuVj8WaRZTFYeDQySUJMZxIGgkg2bB52yAvdVcnhxkkGHb/N49UT6YVw9Bnkt+Z1FRHQAiDu9V0NymyLQ76pSK9VK+M4VAM52S9+1o/vfoJINAvi512Mh/BPyUQQGJpIg1jfp3D1vECX6Kpl70SafTCNkRKZg3ozt/QN1Xsz+WcwKGJFX3Tckr/y2/AVgCHmc1Tx7LQAAAABJRU5ErkJggg==","https://www.supermajor.gg/melee/player/Android?id=S12870"
"64",64,2016,64,"Captain Smuckers","Captain Smuckers",58.38,35,"Captain Falcon",20,6,8,0.805714285714286,0.418604651162791,0.692307692307692,18,69.5555555555556,44.84,36.2,0,0,5,"GCC",33,10,53.8,0.384615384615385,16,23.625,3,0,5,0,49,0,0,2,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACz0lEQVRIiZWWL5SiUBTGf86ZwDZpEolEaBDd5raZNkYjcW0aZ5oTjUa3adO2RGi+ti8SoWGTxoaHD1R0d+457xzev/vd77v3vUcPk/tWUD2YVWbSezT9/MjhzvHxHI+BYwCQyxJjatB3VwCI/Qjv9Vf1CKQBKKgOmzcAbMsizTLcgwXvAZQTMFYMQH23bAZ8FNwF6WmJCqoi/gmgIySbg/V+l/7ecxSToGS+Ep1yPbU7aZZp50cx4ZhnnY6PYqKdA7ixcTcIxaCg2jk+ANa73Ug02oNRsykn5OMxB3nQmz3Hu+j/kMkNi4ske44HaygpsTBhhNYfYLAZ4r2qtQPHIJflDci1PVFQzTomBo6hcpDN1UA2J3+NmrkO2zn+TSU+AwS1PNeWT9P6K9VReo5HLksO8kAsEx7tB+iBYtBeJIKS00qQGBCVd/de2NCAn7bfWVHVDCq+2MIwvOgPDaqd41c7x2/GzasyvY6o6zsMQ8IwfMjmfGChnYNaz7MTgGi5BOD3acMxiTGDT5b12P+aLtNhS+9bJy/0fYDPLznXALFM8IGoY8F6MdQg1amP2I+wLYu+HwAgthtkmpPKAmLlK5h3MDizWKzfcF0P4OaqOIoJtgV9f6HH3BeQn0tOKwF1JYqgBHkFkBgwHLvKua0uPfIpy1WEHX8HIJUFs9kY2EKaIsTlCY5lokq7VaYawC8hWgtsx2QUZPQHSoaZv4C01t62tVzYW+w8I80yHaBf1nlsnYEnTHofrSj+TCP2sdB9sR1zzDPVkhix3SC2Y8Uou5Qw6bhBFAOT3kdBNWxNHPMM8kwldGA1mvsBpKlqtaWyYDh2O9+E5qCZ9KISvk1cHd05wjMDgGMSg20jxAGZ5nr7vQend/PoF1Tn0nTsQZ10G3gBtnXITYJlmjOeRncf/1uAGuR94jIaqVerAWmc7/fyYeSPAWqQe5su7B+/LX8BGEdafRQ9CMsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Captain%20Smuckers?id=S4824"
"65",65,2016,65,"DJ Nintendo","DJ Nintendo",58.06,-24,"Fox",29,8,4,0.789473684210526,0.320754716981132,0.733333333333333,17,53.4117647058824,39.9722222222222,31.2222222222222,0,0,9,"GCC",27,13,64.7692307692308,0.342105263157895,25,47.92,1,0,5,0,45,0,0,4,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/DJ%20Nintendo?id=S1038"
"66",66,2016,66,"Zain","Zain",57.17,NA,"Marth",6,5,2,0.782608695652174,0.111111111111111,0.714285714285714,1,59,56,41,0,0,4,"GCC",33,4,50.75,0.363636363636364,7,51.4285714285714,1,1,3,0.333333333333333,33,0,0,2,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACsUlEQVRIiZWVLXTjOBSFv/YsUFnDbGiostJAQS9L2AQWdtjQwtBhHViYshYKGpqWzYOCMnNYxTLAkSLbaWb3npMTW9a7P8+WdMUF3GpzuPR8ir00V9Oxfy6RllpzW92zUDf04ZNSLzFVCUDjPF5a9u4jLz9MhUYCt9ocKmNQqmChbgCoTT1z+lhZoIZqzc5m9dU9IXQ4OESRJDAlj8S2sajqHgAvLQA7YKEsTlpUWaJUQamXeGlRqhiZuc7JgURuG8vOvqWJpipZqJv0i6KuaQihw0vLpl4TQoeuv6VWX0eC4D1KFfThk5f3X/Thk737oA+fI0fumCK2JNaG0LGzb1T3q3GCW20Opdaospz1OkfjfLr2e4epyvSCvQjB+5R01qIplCoQ+zoa89Li924k6EUumkoC+cQQOkq9HN3Hlxu8T2591qocedJRgtjHsetT9L374FH3aRyg1sNaSXOPZnKe6ynZ1J0XQewrXgRdLdK42Fceap3ut6simYn/SWC7Ktiuxt8vDO4yDsxmk+7ffmiMWeJFzqQ4tTwlyN3t3UcqWuoikTa7HQ+1Hsg3G5pmSPpcn+pz90kgJ/cieBGaxxIvwtN7hz0aWv8UxPUYswTvWP+UNJ7XzwTE9bPWxDZsn0+refv8xtrcQVml53E858g3uysYtortquCXLPAibFcFa3NHsTR8Ce/onBvmeMfi35ezAukdPL13/C8cU0ShSDw9E86uZIDfzoN3Xz0GoKgqOueGuV9gduBEiOu5c44iOs2RuY5zv8IoQf5Nw5Cia5tZUe76t/M8vXdnj8uzCXT9yE5aNqrhxQoPNUAzaoe4Hl0t0vUlJNV4QJgfz1milsoNW4Ixpw0wCr1Ywcr5w34mEEV0/W20mwIo+52HWnN33Ov/K/lMIBeZYno+wN/JAf4AUoinewF14LoAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Zain?id=S6126"
"67",67,2016,67,"Syrox","Syrox",55.91,NA,"Fox",6,0,5,0.796296296296296,0.352941176470588,0.714285714285714,6,51.5,28.5454545454545,41,0,0,5,"GCC",35,3,26,0.2,12,27.9166666666667,2,0,6,0.166666666666667,45,0,0,4,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Syrox?id=S39966"
"68",68,2016,68,"ESAM","ESAM",55.88,13,"Samus",12,8,7,0.725,0.304347826086957,0.555555555555556,7,48.2857142857143,30.75,27,0,0,4,"GCC",14.3333333333333,7,55.8571428571429,0.388888888888889,11,19.4545454545455,5,0.2,6,0.166666666666667,65,0,0,1,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACdklEQVRIibWWLWzbQBiGn1gBXkZcVitgMkyGuqJWQ1bQYMZqmLLQsgYGhoYtGnKYzRYYNKUsQauhNRC5MCg6FA/Ydz7bSbpO2idZut/3fb+fu3Oj17vmf1rzbxYdtvv01Nwgjvj++brxTwSH7T514pihENiVuQSIzKz94eevNHYcjHarRnSSQIKPhTg6bwN2PuUiGMUxMU5aJTFOgQ/iiLEQXIL6qLR1GwuBE8e1cNYIJLgrykAvFeAq8SmSEoEMSxX8NTtHogj0hFbBX95IMsxJoJJkl3q1KIBvk/LA/UOpO88rytUSP9vuU0NX3xGvKB4Msw9AIxz5fQL3puYJaCGS6pdmVuM19RJYEuWqHyaPiKRTWi/PR4lA2vOsT2TC5pQXwDxcMnq3Yj1+ZBfv1PidKPbJaDQP2306iaISwHr8yBoIbDm+gvlKKc1AbWCH5ViYdrFfqr/K+03ypUsTyFmVqria8kJtAZwQ+QnB4umotwYUiZmaJt1ByOVtguVYRzdYjqXAIz8DH2ngHQHLwVCFqgnQvXG53azUAgYhz7M+FuXk6Yqni6dSMciTPrq7w3O/wHRaEAAk/T52GBKZeS3nJLpVQ1GttnuzKJ/IBKPdaigC76vHMgxZYoIplCf4P1jHKybWBSyKw/WiAQFEuUjvq4cf+Aing6F74Ac+nh+oNoAXzjlmG7J86VYC32zU29Do9a45bPdpYmUV4zjFWbTDENcPlAfziywn63hVAv/k3CpROrgigOPPorz8rvJroTtb1Lyxd0Umzr5o1ckqYXe2UGClte9bNVLdGuf+KuQlCHDqzX3Nzj76RrvV+N3+mLXfipzbHz+QPmdcVePxAAAAAElFTkSuQmCC","https://www.supermajor.gg/melee/player/ESAM?id=S19622"
"69",69,2016,69,"Squid","Squid",55.71,NA,"Falco",49,6,2,0.787292817679558,0.364705882352941,NA,31,71.2258064516129,45.2962962962963,81,0,0,2,"GCC",33,24,59.0833333333333,0.363636363636364,42,37.5714285714286,4,0,24,0.0416666666666667,81,0,0,2,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACp0lEQVRIia2VLZDaQBiGHzqI4BKXyMjF7TkikeDA9STycFQikT2HRbaOc4lEJo44VkYmjjjiqFg2JHDc9ab9ZjKzf3n2/b68m+3wn0KIwdm0lUo6pv3tX2GmL+Uc2xvfrf3yBgZmNjF9vz+iLyZ367tfVS3lnJ4jkXIOUMNvYzBcncs8pHM384HqniPv5lzPq9tFnhPvZn+fQVP1s79GJFfY0p3izCaUl76dVJyOaf0dfNcnTdePNzCqAVbFliTKSMgAGDwFPPtrInTNrUK/03MkPuD3RxR5/jgDIQZn2xszjhYMnoJ6fGtpvdtDhOVu8AqoXP2AhYsHl5KdjunnJTKR7GO2Vsm0suux8GaN2cTKKgCyQmf70KbeYQXAj0PE9/yNbbbDfvHrLHqOrGEmrKyiyHOKPKfMQ5RKOg83MGqVI5nH2j3xTjGtbMLRq1btW+0sfKvlKiEG51aJbk/oyvMBCKY+v4E+FuHo9V27WgWUcVb3pZxfXWTAu02AK6cAFOkWO4wvy31E4rF09dzpmOL3R1QNOOgzYdxjoiPE4LzbBOzDmNHy9f16XaJItxokp8xjSfWW1dAm3DiodQ4+ghswwD6MIYypyo2eu0CzQ0TPkTXcRNcoegTdhzHxTqEajsn7S3xXgwz0Fp4VGUolna6BNWvfBAO8lQIc/aK4UWigp2Naez+YLfCAMg/bLirSbQtcq77AJ7YimEhWSTvbJtjETCgiGic5Wi3uwY2Y2IpgKAD9I2uCDXwm1N17XYD1YoPKKpTxt3O3jmAoeBprt7XGL6pv4RslrhuYGjfv0mYIMTg/jfVP71c2b5XkPdXT55drBo+gTfjPiXZatFqQFc5DeBNsuJ9eOBNbAaL+RmXJ3eW+UYJoNWyBTTxUf/tfair7aO527A8JD16Rx9jecQAAAABJRU5ErkJggg==","https://www.supermajor.gg/melee/player/Squid?id=S4648"
"70",70,2016,70,"Kage the Warrior","Kage",55.66,-26,"Ganondorf",12,2,1,0.891891891891892,0.333333333333333,0.6,5,76.2,28.3,37,0,0,5,"GCC",30,1,48,0.0909090909090909,10,28.4,3,0,4,0,46.3333333333333,0,0,3,1,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACz0lEQVRIiZWWK3SkMBSGv/ZUsBIH8srUDa7ISOSOm0okcisrW9e6HYlsXVeOjKRuxhUZCY66HTcrQjLPPvaew0mA5P/v48+FM75pIsnms/fW9mennp98eAp8MvSkH7zvxnEVJ0dE598BL3bA5YBFUkhx12TojyL9NALvOSPAIbjttiR+3h1EcvEZuAf2G2Wcp6LGWXu0LwUYepBkY21/9iEBQDF6L+kWvOkgp8V2Y3p2yFJRdLal61y6kGTzZQ1gGz5ArCfkdxXXdcX6utpb11kXUXZThcg/jaBjmyLvXflQY55rtAKtwKDdglyHfQlDUNbJCHaVsOM8qSgHPisxY/q1Aj0r98AB0pvqNMFHB8qHrxV7JKZ195UsqGRBT0xPHEj3UiSSbEo9llMy7LIhMqs9BdnaQK4DCTgCJgWsFs6JWcnb88MxQQhThNdl43hSlyevnlQUCQOXKnbA3kZwIICfTFFtrAOOI8yqCyTv2SSs+dGsQrq8x3NbMLdFiKq39pjAn7772pCIUGrBdk6mWiKaDpqm3aZqx4xpQrp6YqR7Px3BYbMKKpKMbHrlpr+f+JtPsLUJRd8HWWKi6DSBV1FPHJ4t4oSEAV1koR9dzm6QUtPczsEu0Tp3owJdZJhVx1GrOJRo1LySp5DT01vLpYrJ7yrMfRWi4roaiw71co1ZLNFFFjDOPbBIsinLKQB6koYD4602lrd2QCmofmUBxK9TygkjEeGt3e698F6X5ZS6fnGOxZFL0XVF9DQHXON7Xbb0NgpnBCDJ1KiYGDusgVGFkmJt786B+nnLbut1UrXjXeKGGBhlW5YZkuW4WgESB8e8zI++B82g8Cn6yur6hbKchujW+RWQuZpg95S4V+RmUBzaU/a4bQOTgrYFxnRWkWuAFnj5M1DX5v++yU/ZI21UAIRRrRdo5Wo2XyfYsU3fHxw8b2fw9S/Jd+yj35Z/d1lTgyWoJiUAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Kage?id=S1044"
