"","id","year","rank","player","startgg","score","change","main","attendance","worst_uf","best_uf","winrate","top100_winrate","major_t100_winrate","ranked_wins","avg_rank_win","avg_rank_loss","avg_major_placement","major_top8","major_wins","major_attendance","controller","trimmed_placement","last_year_wins","avg_last_year_wins","last_year_winrate","last_year_losses","avg_last_year_losses","last_year_top10_opponents","last_year_winrate_top10","last_year_top20_opponents","last_year_winrate_top20","avg_supermajor_placement","supermajor_top8","supermajors_won","supermajor_attendance","list_edition","image_base64","player_code"
"310",310,2019,4,"Axe","Axe",97,6,"Pikachu",11,11,4,0.823529412,0.737704918,0.82089552238806,45,28.97777778,19.875,4.5,5,1,6,"GCC",2.8,38,26.9210526315789,0.730769230769231,14,16.5,21,0.666666666666667,32,0.65625,5.66666666666667,2,0,3,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACLElEQVRIia2WoXPiQBSHPzKdG9RNcDtThdy6XBVIikIWFyTyKvsnpO5kK5HE9eTJSHCHayQqM+uIRCUndpNsyDJ3HP3NMEvI5n1vf+/tht50eo+toshKAM+77fEJ8uyLr1+y0u+D329AnwqoNB9fH7gosrIosrIFyI86eDBTVwf3+/p7ZwXBTCEDWE7+zyY7uBMghw3o2uBOQA0KLit2UWTlZDQgilSrhh1AugdyYK/rUUHsz7nMH+cpMtCrz4+61W+c6RwgTfTEYNa+tfslWCVtiN+HKNK1q+ZUcgMGIOdtYCUZKsKwOx/fOLCDVdJs1BpQFFm5nDRFrh6ADfiOjZE7rn34+S5bGblrUGtzZrQTsJ7dQbI9tI4Zr8p+JBSrBGSwsSBja9xY1w7IAZ6eRecMq1dwd6cL8/DweJKXBTHd1bHHNIVLXpV9MFOMhP5Ix/LJjX3DDfOFIN25A57qBiCKgEEz2l1TKd1rC3z/lfwI6x8Qrf8OaBd5SO1r/CK0HUbSh5FQ5Ln2YjG5YAVpctL3QwhDpYHWb4tnWPzWZ5RcXgColUP8Jvj4UDyNQ8T3uHVbBkDQzAVqO3dK4JJX37R8j1IQqxi+OZ7IQb2FMAG1brb06lwXed5tb5WYNjsYawC1DOG9G5yDgdOMcSxMsO57vDed3tdH8muokHbxqjPmxA5MveK5tnOruhusBYDm3F8aQCAMbGDNtjbUOoGtOp95B1Dpktfkv/y1+QPOGPtmS/bNBAAAAABJRU5ErkJggg==","https://www.supermajor.gg/melee/player/Axe?id=S16342"
"311",311,2019,5,"Wizzrobe","Wizzrobe",96.4,3,"Captain Falcon",6,6,6,0.819672131,0.731707317,0.833333333333333,30,24.2,10.54545455,4.4,4,1,5,"GCC",2.25,28,29.7857142857143,0.717948717948718,11,12.3636363636364,16,0.625,23,0.608695652173913,6,2,1,3,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACz0lEQVRIiZWWL5SiUBTGf86ZwDZpEolEaBDd5raZNkYjcW0aZ5oTjUa3adO2RGi+ti8SoWGTxoaHD1R0d+457xzev/vd77v3vUcPk/tWUD2YVWbSezT9/MjhzvHxHI+BYwCQyxJjatB3VwCI/Qjv9Vf1CKQBKKgOmzcAbMsizTLcgwXvAZQTMFYMQH23bAZ8FNwF6WmJCqoi/gmgIySbg/V+l/7ecxSToGS+Ep1yPbU7aZZp50cx4ZhnnY6PYqKdA7ixcTcIxaCg2jk+ANa73Ug02oNRsykn5OMxB3nQmz3Hu+j/kMkNi4ske44HaygpsTBhhNYfYLAZ4r2qtQPHIJflDci1PVFQzTomBo6hcpDN1UA2J3+NmrkO2zn+TSU+AwS1PNeWT9P6K9VReo5HLksO8kAsEx7tB+iBYtBeJIKS00qQGBCVd/de2NCAn7bfWVHVDCq+2MIwvOgPDaqd41c7x2/GzasyvY6o6zsMQ8IwfMjmfGChnYNaz7MTgGi5BOD3acMxiTGDT5b12P+aLtNhS+9bJy/0fYDPLznXALFM8IGoY8F6MdQg1amP2I+wLYu+HwAgthtkmpPKAmLlK5h3MDizWKzfcF0P4OaqOIoJtgV9f6HH3BeQn0tOKwF1JYqgBHkFkBgwHLvKua0uPfIpy1WEHX8HIJUFs9kY2EKaIsTlCY5lokq7VaYawC8hWgtsx2QUZPQHSoaZv4C01t62tVzYW+w8I80yHaBf1nlsnYEnTHofrSj+TCP2sdB9sR1zzDPVkhix3SC2Y8Uou5Qw6bhBFAOT3kdBNWxNHPMM8kwldGA1mvsBpKlqtaWyYDh2O9+E5qCZ9KISvk1cHd05wjMDgGMSg20jxAGZ5nr7vQend/PoF1Tn0nTsQZ10G3gBtnXITYJlmjOeRncf/1uAGuR94jIaqVerAWmc7/fyYeSPAWqQe5su7B+/LX8BGEdafRQ9CMsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Wizzrobe?id=S1028"
"312",312,2019,6,"Zain","Zain",96.1,1,"Marth",17,6,2,0.83125,0.702380952,0.770833333333333,59,30.88135593,6.08,4.4,9,0,10,"GCC",3.88888888888889,55,31.4363636363636,0.6875,25,7.88,31,0.32258064516129,47,0.51063829787234,5,4,0,5,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACsUlEQVRIiZWVLXTjOBSFv/YsUFnDbGiostJAQS9L2AQWdtjQwtBhHViYshYKGpqWzYOCMnNYxTLAkSLbaWb3npMTW9a7P8+WdMUF3GpzuPR8ir00V9Oxfy6RllpzW92zUDf04ZNSLzFVCUDjPF5a9u4jLz9MhUYCt9ocKmNQqmChbgCoTT1z+lhZoIZqzc5m9dU9IXQ4OESRJDAlj8S2sajqHgAvLQA7YKEsTlpUWaJUQamXeGlRqhiZuc7JgURuG8vOvqWJpipZqJv0i6KuaQihw0vLpl4TQoeuv6VWX0eC4D1KFfThk5f3X/Thk737oA+fI0fumCK2JNaG0LGzb1T3q3GCW20Opdaospz1OkfjfLr2e4epyvSCvQjB+5R01qIplCoQ+zoa89Li924k6EUumkoC+cQQOkq9HN3Hlxu8T2591qocedJRgtjHsetT9L374FH3aRyg1sNaSXOPZnKe6ynZ1J0XQewrXgRdLdK42Fceap3ut6simYn/SWC7Ktiuxt8vDO4yDsxmk+7ffmiMWeJFzqQ4tTwlyN3t3UcqWuoikTa7HQ+1Hsg3G5pmSPpcn+pz90kgJ/cieBGaxxIvwtN7hz0aWv8UxPUYswTvWP+UNJ7XzwTE9bPWxDZsn0+refv8xtrcQVml53E858g3uysYtortquCXLPAibFcFa3NHsTR8Ce/onBvmeMfi35ezAukdPL13/C8cU0ShSDw9E86uZIDfzoN3Xz0GoKgqOueGuV9gduBEiOu5c44iOs2RuY5zv8IoQf5Nw5Cia5tZUe76t/M8vXdnj8uzCXT9yE5aNqrhxQoPNUAzaoe4Hl0t0vUlJNV4QJgfz1milsoNW4Ixpw0wCr1Ywcr5w34mEEV0/W20mwIo+52HWnN33Ov/K/lMIBeZYno+wN/JAf4AUoinewF14LoAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Zain?id=S6126"
"313",313,2019,7,"aMSa","aMSa",94.6,2,"Yoshi",9,3,4,0.776470588,0.575,0.775862068965517,23,31.73913043,10.47058824,5.666666667,5,0,6,"GCC",5,19,29.3684210526316,0.527777777777778,17,16.4705882352941,13,0.307692307692308,22,0.5,5.75,3,0,4,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAAClUlEQVRIiZ2WrXPbQBDFf9J4xhd2ZhIUdJlS5MDAwJSlMGWFCYuhC/Mf1DBmCQwMlJnEbNaDFtOxnkhUcNbp05lpdkYjae/uvd23ezp5s68zPmPT92nV95V+6fV9k8+Cm3ODjrTzSSURqaj6JP9NMH2fVvm3nMXDgoQEgDM1Q+81RBA8BxU02XinJBqTAGC1fOT2+gaArcoA2GV7fuy/QwxkLhtKv/QGBG3gMRkAit8F4XnoCH9drvgjdy4bs9GOxBHUwA40Hgk/a4hEKjrZtM179SCD4DmwNegULQIiMVgk1wJ9a+DNuOzGwAHEXGLQ8Ax+7eyDi0B0LvNwnBjjZKtrALB+2TjZ4mju/JM6eiJA4sDDmZ0cSEmuLeCBAwYgNqBscRdRzPplw3J1Nyqn76IfsUDKzr1tOtLcv/5kqzK+xHNWy0cO6cFiq71riJP7oA8aSMmhODSOCFD2cRHFLCLbFWdqhskNMpWUfun5nLBallPvte2yPeuXDWdq5sApjBv/cCfnWndqMGZug+XCAvemTsD2tatDYTDYggIdWUxuOovrzhNzK6cB0MZJBzAp/dITqahsi2I76UgyanX6qpkfzkIbyHGsLjC09oFU0i7SPaAx8HqOhOhi3mSnrU9fNjpNwH75RCoqiUSjO5kMTDfR19KovdVELCRvvAFwzVU3gyNJk0l2BOtfqitBDZ4ECX+jwrVrJ4MeSRWkgf3o9VuCLnhd9CRIBsCjBDXJ9H1aFQmEaTBYkN/nx9ABZUhu0g74VmXssv1pgrYdzEgNbiq2KuOCcwAH3j58lqs7d6KNEpR+6YVCVAOCXeEeo6s5T8XTIOo2OHxwZEJzCOX3OckiHYzX0faDa79/SNAnGrOxX5W2/QPT92NH5cClNAAAAABJRU5ErkJggg==","https://www.supermajor.gg/melee/player/aMSa?id=S1021"
"314",314,2019,8,"Plup","Plup",93.5,-4,"Sheik",10,7,5,0.765432099,0.525,0.765432098765432,21,30.76190476,6.368421053,8.2,6,0,10,"GCC",7.22222222222222,24,36.9166666666667,0.558139534883721,19,9.68421052631579,18,0.277777777777778,25,0.32,8.6,2,0,5,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACxUlEQVRIiZ2WoXPbMBTGf8ntcoY2i6GG6jJ7pC702MZaOOix0f4JG2vh2AITtrCW1bBmNrPZBGtms/lGNKBIsRu7u9tHJFlP3/fe05Pkhff2HXM4u7hQdV7MzhssFn8Wc3Nv/kUuhI+z9jk/DwCoqtr2iywDQMpnNSey/B/yUAgA0jQlShKE8FFqpSajm0qRUis1JDeEpZS277geAH3XUkrJz812MlUnEcyRO65HHEZEYYDjepyLtRWtqpogjiajmNyDac9123fCtgChEFRVTd88T1FNC5x6rtMRh9pzE0FR1ta+ApCnIpMCVVUfCCNNcEjHEIY8aD8RuMAlyKbjRsajihoJKLVSmyTnq/QpDiGHQlDJMXnftQCkQQo4OOJcf7+suLnWPEbEVpFSK9X+yOm99XGBrHDaxhJ/b+5t/8v648gW9xG691BkeJ9jW1HLOXLcR5zwGaJkROq4HmmQjm2HiBJuRW4ranl2caGAU29Ae3RYtN/Bfgfe/hKnbU5tB/3rK6zIss4LNkk+Tw5k2+N95IYu+x1QZGPPB/ZDLAGSUOcb95G+9KF7r8doouu7gDSLRwv3uwHxwam+9E+ERye5L33dGnJg8+04n2Yxct+RZjGtHNtRZKOC8PQxOpbpcNKibbiRMbcinwy/f2pw2obe83GArh4slS8iMJPDdr+D9kdOn94jrlzr2SbJ7bj31tPOMYggK/U+DMmzUvdz/xdfEgG05Il2Kw4Em4ecSF5aouGaVsKN1GdhuVj8WaRZTFYeDQySUJMZxIGgkg2bB52yAvdVcnhxkkGHb/N49UT6YVw9Bnkt+Z1FRHQAiDu9V0NymyLQ76pSK9VK+M4VAM52S9+1o/vfoJINAvi512Mh/BPyUQQGJpIg1jfp3D1vECX6Kpl70SafTCNkRKZg3ozt/QN1Xsz+WcwKGJFX3Tckr/y2/AVgCHmc1Tx7LQAAAABJRU5ErkJggg==","https://www.supermajor.gg/melee/player/Plup?id=S15990"
"315",315,2019,9,"iBDW","Cody Schwab",92.9,25,"Fox",16,6,7,0.818181818,0.630769231,0.746987951807229,41,30.6097561,13.33333333,10.33333333,5,0,9,"GCC",8.5,34,28.0588235294118,0.586206896551724,24,15.5833333333333,13,0.307692307692308,35,0.514285714285714,12,2,0,4,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Cody%20Schwab?id=S19554"
"316",316,2019,10,"Mew2King","Mew2King",92,-4,"Marth",4,5,6,0.757575758,0.529411765,0.75,9,25.66666667,12.25,19,1,0,2,"GCC",5,7,26.1428571428571,0.466666666666667,8,19.625,5,0.4,8,0.5,19,1,0,2,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACsUlEQVRIiZWVLXTjOBSFv/YsUFnDbGiostJAQS9L2AQWdtjQwtBhHViYshYKGpqWzYOCMnNYxTLAkSLbaWb3npMTW9a7P8+WdMUF3GpzuPR8ir00V9Oxfy6RllpzW92zUDf04ZNSLzFVCUDjPF5a9u4jLz9MhUYCt9ocKmNQqmChbgCoTT1z+lhZoIZqzc5m9dU9IXQ4OESRJDAlj8S2sajqHgAvLQA7YKEsTlpUWaJUQamXeGlRqhiZuc7JgURuG8vOvqWJpipZqJv0i6KuaQihw0vLpl4TQoeuv6VWX0eC4D1KFfThk5f3X/Thk737oA+fI0fumCK2JNaG0LGzb1T3q3GCW20Opdaospz1OkfjfLr2e4epyvSCvQjB+5R01qIplCoQ+zoa89Li924k6EUumkoC+cQQOkq9HN3Hlxu8T2591qocedJRgtjHsetT9L374FH3aRyg1sNaSXOPZnKe6ynZ1J0XQewrXgRdLdK42Fceap3ut6simYn/SWC7Ktiuxt8vDO4yDsxmk+7ffmiMWeJFzqQ4tTwlyN3t3UcqWuoikTa7HQ+1Hsg3G5pmSPpcn+pz90kgJ/cieBGaxxIvwtN7hz0aWv8UxPUYswTvWP+UNJ7XzwTE9bPWxDZsn0+refv8xtrcQVml53E858g3uysYtortquCXLPAibFcFa3NHsTR8Ce/onBvmeMfi35ezAukdPL13/C8cU0ShSDw9E86uZIDfzoN3Xz0GoKgqOueGuV9gduBEiOu5c44iOs2RuY5zv8IoQf5Nw5Cia5tZUe76t/M8vXdnj8uzCXT9yE5aNqrhxQoPNUAzaoe4Hl0t0vUlJNV4QJgfz1milsoNW4Ixpw0wCr1Ywcr5w34mEEV0/W20mwIo+52HWnN33Ov/K/lMIBeZYno+wN/JAf4AUoinewF14LoAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Mew2King?id=S1003"
"317",317,2019,11,"S2J","S2J",91.5,0,"Captain Falcon",24,5,7,0.8,0.56043956,0.736263736263736,51,35.45098039,15.875,9.454545455,0,0,11,"GCC",8.7,47,33.0212765957447,0.552941176470588,38,18.4473684210526,17,0.176470588235294,42,0.380952380952381,10.6,2,0,5,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAACz0lEQVRIiZWWL5SiUBTGf86ZwDZpEolEaBDd5raZNkYjcW0aZ5oTjUa3adO2RGi+ti8SoWGTxoaHD1R0d+457xzev/vd77v3vUcPk/tWUD2YVWbSezT9/MjhzvHxHI+BYwCQyxJjatB3VwCI/Qjv9Vf1CKQBKKgOmzcAbMsizTLcgwXvAZQTMFYMQH23bAZ8FNwF6WmJCqoi/gmgIySbg/V+l/7ecxSToGS+Ep1yPbU7aZZp50cx4ZhnnY6PYqKdA7ixcTcIxaCg2jk+ANa73Ug02oNRsykn5OMxB3nQmz3Hu+j/kMkNi4ske44HaygpsTBhhNYfYLAZ4r2qtQPHIJflDci1PVFQzTomBo6hcpDN1UA2J3+NmrkO2zn+TSU+AwS1PNeWT9P6K9VReo5HLksO8kAsEx7tB+iBYtBeJIKS00qQGBCVd/de2NCAn7bfWVHVDCq+2MIwvOgPDaqd41c7x2/GzasyvY6o6zsMQ8IwfMjmfGChnYNaz7MTgGi5BOD3acMxiTGDT5b12P+aLtNhS+9bJy/0fYDPLznXALFM8IGoY8F6MdQg1amP2I+wLYu+HwAgthtkmpPKAmLlK5h3MDizWKzfcF0P4OaqOIoJtgV9f6HH3BeQn0tOKwF1JYqgBHkFkBgwHLvKua0uPfIpy1WEHX8HIJUFs9kY2EKaIsTlCY5lokq7VaYawC8hWgtsx2QUZPQHSoaZv4C01t62tVzYW+w8I80yHaBf1nlsnYEnTHofrSj+TCP2sdB9sR1zzDPVkhix3SC2Y8Uou5Qw6bhBFAOT3kdBNWxNHPMM8kwldGA1mvsBpKlqtaWyYDh2O9+E5qCZ9KISvk1cHd05wjMDgGMSg20jxAGZ5nr7vQend/PoF1Tn0nTsQZ10G3gBtnXITYJlmjOeRncf/1uAGuR94jIaqVerAWmc7/fyYeSPAWqQe5su7B+/LX8BGEdafRQ9CMsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/S2J?id=S1017"
"318",318,2019,12,"Fiction","Fiction",90.3,16,"Fox",52,6,5,0.861271676,0.653225806,0.76,81,46.60493827,27.09302326,10.83333333,0,0,6,"GCC",9.6,48,35.25,0.571428571428571,36,20.5833333333333,10,0.3,37,0.513513513513513,12.6666666666667,1,0,3,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/Fiction?id=S1016"
"319",319,2019,13,"SFAT","SFAT",90.3,-1,"Fox",18,6,5,0.802547771,0.6,0.761904761904762,45,39.84444444,12.06666667,9.8,6,0,10,"GCC",8.11111111111111,30,33.4333333333333,0.508474576271186,29,15.8965517241379,25,0.24,35,0.371428571428571,12.6,2,0,5,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/SFAT?id=S1019"
"320",320,2019,14,"moky","moky",89.2,38,"Fox",13,4,7,0.80733945,0.512820513,0.720930232558139,20,44.05,14.78947368,12.66666667,0,0,6,"GCC",10.2,17,37.3529411764706,0.459459459459459,20,26.2,10,0.2,20,0.4,13.6666666666667,1,0,3,4,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABgAAAAYCAYAAADgdz34AAADNUlEQVRIiY2WIYzjRhSGv2wDJswBJ2UqLZhKW8kBlbzgQECBQSvlmAMqJaAgcJdtoUErueyWXWCgTypIQKUNNDRcg5VscMCVChxw0hpU2gGVUuDYib1Orr9keTzvzf/em/fejDs04FhiV47Xke405W0o17TpXzQVF8s7XHf2f3irNTfj0/KLY8VVuKwErjurRXOK3Pcko5E8qdNtIy/he5KZm500UkQanPOhMACAcECvq09rbLNNBvjeR/zEoS9NnrOEvjQBeM4SVonAtc7yc9HmvVQDAAbmEICZueYx3JBqUdO7Vgo/cQjD7AsRNLwfmEMQDtvII94vto0MXjbkfDjvcquBI5RebyOPeHUP0Eji7+RyyotlA9AzU4xMsti0R3EoU+FUw20SnyAvYGQfUSpHmTYDc0gup/iebK26bult6Xm0CXh+9E+Sl9CBi7Drc0U/iN1xw3XXke4wv98tlndk6bYiL5HLaWX8mPxgxKvmh5M72Ny/jgDgg7fENnOCxMA2cwDCMKN/vQXgRYyqRWocg16jAxcduBj7+UKnbqDjWGJnTu5QQpOmKQC2sakUgsQgSXPM0Zj5zZzbXwqPLSXx3k/Qgbt3ZIa7jAEQWVSdS1+Zsvvrm+GIby6vkPvH/GHO199ectX/i67+zNsrUOIT/e9+Qnz/M0L/Q/T0RPLnH7wZ/ojOntgkl8jhW2RX8/nvTyTbf387bFGW8AgooelLE2XaoHN01kh0ess7OeVBaBBFtFINsMZLhknMQ6BJs7A9B0romiBNDdpqKF7do4DZXBYJ3pf3wHKYm2sileMuYxyi3TrSncpAqsUrI2GYVRHkclrkxz2qqKPeKb+lirHUMyiJw2b3qpPbIGyPQZPsBMJEEaXFCSs46uTSe8s6bMxoVGyDDlwm133ciWJy3T9rwHF6WPv8wL5Mm0rv/RUyvSUMMxb7ijWVgTvv4S1fmMzeAWCYRVTK3Le0XrNNYm7mh17ott67s8muJPW9HmIcH2RLVR3n6KJitlHxfggOOSx5azkoo/E9WSdtoHl0pKlBT4ds/EWNHKAalPfrOWIAd6KqcZLmNVnbbtQMnGU+gS/92vwHxn9Yx2F5NgsAAAAASUVORK5CYII=","https://www.supermajor.gg/melee/player/moky?id=S5080"
